Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c9be63bc-33dd-15fd-5e04-177e9518637d,2008-07-02,,999-97-7015,S99974900,,,Ophelia894,Dannielle300,Greenholt190,,,,white,nonhispanic,F,Lompoc  California  US,460 Beier Brook,Benicia,California,Solano County,6095,94591,38.125182109733124,-122.11093464504071,71696.20,51240.67,117837
1fea71f0-e849-703b-1ca4-284c3f20e3af,2011-03-16,,999-24-9362,,,,Aron520,Anthony633,Skiles927,,,,asian,nonhispanic,M,Incheon  Incheon  KR,179 Monahan Path,Santa Ana,California,Orange County,6059,92606,33.83443666673718,-117.85601875934924,4000.00,220778.54,16629
690cb699-1595-0342-0327-d8b73969660c,2005-06-14,,999-33-7210,S99943294,,Mr.,Valentine262,Darron84,Stamm704,,,,white,nonhispanic,M,Moreno Valley  California  US,972 Schmeler Promenade,Los Angeles,California,Los Angeles County,6037,91608,34.044820020182485,-118.41705292940783,7413.57,905874.26,13213
a8e0ed3e-b413-baa2-b428-ec52e0ab2ace,2012-04-23,,999-94-5202,,,,Janiece99,Nicolle442,Ledner144,,,,black,nonhispanic,F,Irvine  California  US,288 Schulist Run Unit 25,Stockton,California,San Joaquin County,6077,95209,37.915978473331265,-121.25597721986479,7851.51,136397.53,770
0e458987-b418-917f-9a6b-21183c8e3f66,2014-12-31,,999-68-1890,,,,Roslyn469,Arnita817,Renner328,,,,white,hispanic,F,Norco  California  US,928 Prosacco Skyway,Tulare,California,Tulare County,6107,93274,36.176184620819775,-119.3675163342587,1600.00,30267.71,2816
eb625b63-88fa-786c-93aa-7263d3247774,1989-08-12,,999-56-2429,S99969108,X42652124X,Mr.,José Luis472,Hernán834,Carrero892,,,M,white,hispanic,M,Puebla  Puebla  MX,636 Bernier Mews Suite 29,Oxnard,California,Ventura County,6111,93030,34.24444062726139,-119.1336272088859,6348.09,83174.50,22793
f8e1d06c-32a9-c265-0730-fa4649680942,1996-10-07,,999-76-5088,S99951301,X50738894X,Mrs.,Bethany501,Hildegard72,Goyette777,,Reinger292,M,white,nonhispanic,F,Los Angeles  California  US,777 Ritchie Green Apt 61,Montebello,California,Los Angeles County,6037,90022,34.06700078151979,-118.16658288983078,12544.61,1077497.81,19020
b7f77169-73d0-1b2b-3a9a-cd61c3a055e4,2020-01-06,,999-65-8719,,,,Ana Luisa894,Carmen818,Soria950,,,,asian,hispanic,F,Marigot  Saint Andrew Parish  DM,805 Schuster Vista Suite 44,Long Beach,California,Los Angeles County,6037,90713,33.78538660358491,-118.20680074388365,950.00,22441.70,32282
bb671d31-e43d-437b-466d-42a95a335573,1946-05-08,2014-08-16,999-56-6286,S99987969,X42866180X,Mrs.,Natalia964,Rebeca548,Marín855,,Molina998,W,black,hispanic,F,San Juan  Puerto Rico  PR,872 Ryan Plaza Suite 41,Victorville,California,San Bernardino County,6071,92301,34.46366889300845,-117.43174806097882,2371308.94,1152391.52,93556
121245d3-a0c6-3806-1570-9866f53424e9,1961-11-24,,999-33-9096,S99991366,X65149244X,Mr.,Jules135,Edwardo860,Terry864,,,S,white,nonhispanic,M,Galt  California  US,612 Cassin Route,Avocado Heights,California,Los Angeles County,,00000,33.99691356309454,-117.99200245956489,222364.84,104291.07,171860
5b7d7806-2f55-1bbd-b135-7757f7f866fd,2011-06-14,,999-50-1047,,,,Riley817,Rich940,Prosacco716,,,,white,nonhispanic,M,Elk Grove  California  US,333 Rutherford Terrace,Torrance,California,Los Angeles County,6037,90247,33.84721090721105,-118.28622781598865,56475.00,22361.09,127701
90924dc2-d870-0e14-927c-c86db46293ec,1987-02-02,,999-73-1878,S99946533,X49711743X,Mr.,Leandro563,Benny518,Waters156,,,M,white,nonhispanic,M,Cypress  California  US,995 Murray Flat Unit 5,Orange Cove,California,Fresno County,6019,93646,36.69298532000531,-119.31304576381541,6448.09,124824.97,22938
c48b9753-b40c-4b47-b7bd-8012807b1d21,2009-10-21,,999-81-5263,,,,Billye739,Venita81,Tremblay80,,,,white,nonhispanic,F,Santa Paula  California  US,651 Murazik Bypass Apt 98,San Jose,California,Santa Clara County,6085,95117,37.29080452170217,-121.8532084422854,56942.45,19325.98,398585
898e7b16-dccd-d2ce-694a-038b1b7bb621,1946-05-08,,999-26-1003,S99986123,X57114913X,Ms.,Micaela928,Ana972,Maldonado119,,,S,black,hispanic,F,Kingston  Kingston  JM,817 Kautzer Promenade,Victorville,California,San Bernardino County,6071,92307,34.67408423261838,-117.6745080775098,109877.47,1143163.76,93556
3f17104b-9e71-9b54-a839-cb6082c90baa,2017-06-22,,999-80-7158,,,,José Luis472,Ramiro608,Mejía318,,,,white,hispanic,M,Wesley  Saint Andrew Parish  DM,296 Schultz Trace Apt 28,San Diego,California,San Diego County,6073,92110,32.814254639537026,-117.0121785898025,24219.93,2882.75,136215
0eacdb81-1a02-1704-aec9-b49840109d38,1952-09-17,2005-02-01,999-19-8434,S99980716,X84008046X,Mrs.,Evia329,,Cole117,,Carroll471,M,white,nonhispanic,F,Stockton  California  US,886 Rohan Spur Unit 24,Martinez,California,Contra Costa County,6013,94553,38.01128501245779,-122.12619792270561,1485005.86,1045425.28,40799
11d6d004-5107-6a5c-a340-728939ca8e79,1987-12-29,,999-95-5350,S99994380,X83109931X,Mrs.,Mariana775,Cecilia788,Negrete68,,Soliz209,M,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,862 Gislason Neck Apt 31,Norwalk,California,Los Angeles County,6037,90703,33.87268486258953,-118.06592115234226,315841.60,1577962.37,132114
ca6a23ee-a918-66b5-175d-baec5aba23f1,1973-09-17,,999-84-8953,S99974149,X84549658X,Mrs.,Ruthanne627,Kassie598,Cartwright189,,Hills818,M,white,nonhispanic,F,Modesto  California  US,731 Huels Center Suite 12,San Jose,California,Santa Clara County,6085,95128,37.454331062563035,-122.00622173482563,328423.90,737313.10,33222
187783fc-17fe-77ed-ab21-a26622cb2f94,1952-09-17,,999-57-6578,S99996479,X42445170X,Ms.,Lenore883,Lieselotte680,Smitham825,,,S,white,nonhispanic,F,Beverly Hills  California  US,736 Moore Promenade,Martinez,California,Contra Costa County,6013,94553,37.863127677070665,-122.08660798283954,472168.19,512281.77,40799
26019caf-a74c-ccdc-e150-e8ff6ec86f3a,1974-04-16,,999-65-1794,S99936911,X7126893X,Mrs.,Saturnina961,Cathy455,Gaylord332,,Moore224,M,white,nonhispanic,F,Santa Cruz  California  US,754 Hyatt Walk Apt 8,Los Angeles,California,Los Angeles County,6037,90013,34.121614892818506,-118.39454865819461,12164.34,811061.47,2678
b70e8196-505f-2eff-21fa-73afaddf5120,1970-05-08,,999-93-8706,S99938187,X32181114X,Mrs.,Solange45,Marina546,Reichel38,,Breitenberg711,M,asian,nonhispanic,F,Los Angeles  California  US,676 Marquardt Union,Santa Clara,California,Santa Clara County,6085,95110,37.31510090721495,-121.98271248938404,896605.19,636633.30,83373
0303c05a-5465-c2c7-22dd-b12df74ef629,1984-04-11,,999-56-3341,S99956676,X31097163X,Mrs.,Meredith572,Ermelinda113,Ebert178,,Ruecker817,M,white,nonhispanic,F,East Whittier  California  US,1088 Cremin Fork Unit 2,Linden,California,San Joaquin County,6077,95236,37.99239671880121,-120.99906076824017,465723.25,1055199.69,109984
e233be19-af79-8648-4bff-67df87dff74a,1997-08-08,,999-86-7651,S99978194,X54428511X,Ms.,Ivana95,Laticia649,Littel644,,,,white,nonhispanic,F,East San Gabriel  California  US,1004 Thiel Corner,Victorville,California,San Bernardino County,6071,92301,34.53308720141404,-117.31907880055381,70706.60,375313.87,39135
f9de2f2f-2f18-08f4-fc45-a97645b5a1ff,1947-07-21,2017-02-05,999-15-1565,S99980523,X72571019X,Mr.,Ricardo560,Patricio639,Badillo851,,,W,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,874 Fadel Vista Suite 95,Temelec,California,Sonoma County,,00000,38.266742524452916,-122.48286585544975,650043.90,599399.16,67339
3ddd71c8-83e0-c783-f26d-d838d2beab65,1959-01-19,2008-08-08,999-29-6399,S99939095,X79293893X,Mr.,Micah422,,Predovic534,,,M,white,nonhispanic,M,Jurupa Valley  California  US,349 Bailey Trail,Modesto,California,Stanislaus County,6099,95357,37.65442255190462,-120.88069265225593,126284.21,259659.57,34378
94f966a6-28c6-b2ec-0e99-7a6c5542c6b1,1959-01-19,,999-63-7220,S99939526,X14688352X,Mr.,Todd315,Ty725,Gottlieb798,,,M,white,nonhispanic,M,Los Angeles  California  US,475 Abbott Run Suite 88,Modesto,California,Stanislaus County,6099,95356,37.56438829450475,-121.13921159211942,160742.73,349606.30,34378
6c50424b-4fbd-6b16-80c0-6663cf18ce97,2008-05-27,,999-85-4279,S99937709,,,Mary779,Brant303,Kessler503,,,,other,nonhispanic,M,Oceanside  California  US,1075 Huel Viaduct,Oceanside,California,San Diego County,6073,92008,33.11436387550082,-117.3078163619164,3114.89,68205.28,5649
d8e7c116-ff32-4818-32b7-e152735328db,1947-07-21,,999-68-8231,S99996510,X73669174X,Mr.,Teodoro374,,Segura601,,,M,white,hispanic,M,Puebla  Puebla  MX,729 Friesen Mall,Temelec,California,Sonoma County,,00000,38.24839121541179,-122.5212091927934,206799.69,331561.34,67339
389b8516-6021-9be5-034b-e6c7991a4582,2011-02-25,,999-77-1253,,,,Mercedes82,María Cristina383,Matías497,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,952 Balistreri Lodge,Salton City,California,Imperial County,6025,92275,33.30590425917867,-115.85855111902124,40639.89,6516.96,63431
3337c737-a709-58ff-a8dc-9be7109c48ac,1964-06-10,,999-66-7287,S99926014,X48749386X,Mr.,Ted955,Wendell199,Connelly992,,,M,white,nonhispanic,M,Los Angeles  California  US,419 Rath Mill Unit 86,Eastvale,California,Riverside County,6065,91752,33.921880630531774,-117.56666655907078,648175.48,520977.58,117797
74a3371b-8878-c6d5-32ea-3e5e07b60fda,1984-09-06,,999-63-7511,S99925748,X71913850X,Ms.,Rosalia943,Elvira561,Lerma517,,,S,white,hispanic,F,Gaudalajara  Jalisco  MX,539 Legros Pathway Suite 79,Huntington Beach,California,Orange County,6059,90740,33.699423646640135,-117.95118781113993,196847.62,815698.04,44349
f66bf42d-3646-63d8-728b-5bcb262517bc,1965-06-22,,999-17-5695,S99928536,X48198856X,Mr.,Samuel331,,Guerrero997,,,M,white,hispanic,M,Bayamon  Puerto Rico  PR,470 Prohaska Park Suite 83,Glendale,California,Los Angeles County,6037,91207,34.164865639288394,-118.26902909840238,201201.79,58679.62,51010
ec6afd1b-0c5f-2878-1a86-9e308252b30b,1942-06-03,,999-56-3860,S99993163,X76444871X,Mr.,Gail741,,Bahringer146,,,W,hawaiian,nonhispanic,M,Pleasant Hill  California  US,907 Mueller Gateway Apt 42,Chula Vista,California,San Diego County,6073,91915,32.60015790511142,-117.07095314557999,374299.75,233149.56,92796
68ce6e7f-1a82-e256-89b9-41f21c604e7b,1975-02-28,,999-13-8445,S99979857,X81942598X,Ms.,Beverley336,Angelyn934,Huels583,,,S,asian,nonhispanic,F,San Diego  California  US,798 Mante Street,Los Angeles,California,Los Angeles County,6037,90293,34.21034640565601,-118.56981845186141,1179668.83,1297613.48,59027
2df6d290-91eb-d801-daaa-4ea1c995e37e,2008-06-06,,999-16-1702,S99993816,,,Parker433,Erich201,VonRueden376,,,,white,nonhispanic,M,Alum Rock  California  US,375 Farrell Station Apt 62,Dublin,California,Alameda County,6001,94568,37.73311230229804,-121.7170630978737,2500.00,57249.42,36502
a57bee94-e730-b510-59c9-a377414b4f02,1957-08-27,,999-59-9312,S99952775,X28413455X,Mrs.,Kenna183,Liberty95,Howell947,,Tremblay80,M,white,nonhispanic,F,Huntington Park  California  US,547 Hansen Gardens,Huntington Beach,California,Orange County,6059,92646,33.70569277155737,-118.0179291114912,332121.93,2312588.49,189933
42cf62bc-f52a-fe2e-83f1-2c6923a77554,1993-05-02,,999-58-6815,S99915585,X82621294X,Ms.,Eva64,Dolores502,Arias66,,,S,asian,hispanic,F,Guatemala City  Guatemala  GT,165 Crist Union Apt 15,Santa Ana,California,Orange County,6059,92706,33.71312770940922,-117.88890041321606,502728.22,66090.62,90838
ca2728f0-9506-d2be-1134-3551063e5935,1968-06-14,,999-36-4433,S99928134,X54197735X,Mr.,Leslie90,Norris589,Funk324,,,M,white,nonhispanic,M,Manhattan Beach  California  US,678 Bahringer Road Apt 69,Los Angeles,California,Los Angeles County,6037,90232,33.752311562948705,-118.2817383230933,9798.10,225389.79,10098
a22725f8-01d3-0784-1196-7c4223d4ad45,2020-11-25,,999-43-4851,,,,Robin66,Cole117,Heidenreich818,,,,white,hispanic,M,Napa  California  US,442 O'Keefe Skyway,Midway City,California,Orange County,6059,92655,33.79411197981812,-118.00528357391062,900.00,19972.03,10220
3c8e115f-0fa9-0f0f-1756-9bfdea47e64b,1991-07-23,,999-40-8670,S99985162,X53473907X,Mr.,Ezra452,Owen89,Heidenreich818,,,M,white,nonhispanic,M,Santa Maria  California  US,715 Wisoky Junction Suite 4,Santa Clarita,California,Los Angeles County,6037,91354,34.38471150291246,-118.4640659995572,141317.03,26709.98,75783
5395d2eb-cd9b-5ea0-9276-916aca83ce48,1981-01-28,,999-77-1088,S99978552,X65413998X,Mr.,Nelson403,Vince741,Herman763,,,D,white,nonhispanic,M,Kentfield  California  US,902 Wilkinson Burg Suite 41,Quincy,California,Plumas County,6063,95971,39.96322221840698,-120.84785294253253,237012.24,0.00,81088
5e0fa25c-355d-eba6-5ba5-a498e7626b1d,2018-02-15,,999-81-3646,,,,Waylon572,Rodger755,Harris789,,,,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,782 Herzog Crossing Apt 76,North Auburn,California,Placer County,,00000,38.95210833397203,-121.11046272455965,1459.78,22853.71,24201
37c37954-2a0c-ee3e-0499-4729f3583329,1964-12-02,,999-90-5676,S99911816,X4284321X,Mrs.,Ella812,,Balistreri607,,Nolan344,D,white,hispanic,F,San Jose  California  US,1001 Heathcote Glen,Los Angeles,California,Los Angeles County,6037,90029,34.2022103238834,-118.61221733204248,27697.39,2429744.48,10699
e2433c57-a6d6-f14d-cd70-aedaac9abc58,1989-05-17,,999-34-4908,S99973960,X51677774X,Ms.,Marta91,,Legros616,,,S,white,nonhispanic,F,Stockton  California  US,534 Muller Mission,East Los Angeles,California,Los Angeles County,6037,90022,34.017450645333945,-118.2012724358768,11687.78,1161874.74,16280
dec7c1d1-b0b8-be1c-fda2-97765f60dc23,2021-09-03,,999-62-6892,,,,Ramiro608,Sebastian508,Lebsack687,,,,white,nonhispanic,M,El Monte  California  US,775 Walker Crossroad,Fresno,California,Fresno County,6019,93701,36.772273878332264,-119.80688703904177,12430.05,2643.64,71581
94019eba-43e5-f846-6777-4fd5a98ec79e,2019-05-29,,999-92-2901,,,,Hobert364,,Schuppe920,,,,native,nonhispanic,M,Simi Valley  California  US,632 Batz Esplanade Unit 10,Merced,California,Merced County,6047,95341,37.26633482415634,-120.59507221520028,12478.37,16142.51,80894
3f72026b-66a5-6dce-b2d2-72f9cad564b4,1980-12-29,,999-79-7689,S99992465,X13903371X,Mrs.,Eloisa55,Micaela928,Casas271,,Burgos636,D,white,hispanic,F,San Jose  San Jose  CR,598 Zemlak Boulevard Apt 24,Manteca,California,San Joaquin County,6077,95330,37.739472164226356,-121.20779736332395,623917.72,1045377.27,364
70ea2908-b9b4-f4bb-beef-c65d58d8462b,2019-12-19,,999-33-6553,,,,Maurice742,Dewayne363,Barrows492,,,,white,nonhispanic,M,Alameda  California  US,380 Hilll View Unit 54,San Jose,California,Santa Clara County,6085,95122,37.20656853731484,-121.69193204677323,10496.88,12827.58,137121
4e9537c0-a909-3910-985d-461708b27928,2017-04-14,,999-34-7052,,,,Brandi2,,Schumm995,,,,other,hispanic,F,Redlands  California  US,903 Marquardt Rapid Unit 70,Long Beach,California,Los Angeles County,6037,90815,33.86003482767403,-118.12743270266873,2800.00,49415.72,42364
f68b1a6e-aa5f-4e9f-3fc7-9acf677daec8,2008-03-14,,999-20-9092,S99971286,,,Emil691,Wilford267,Schulist381,,,,white,nonhispanic,M,Phelan  California  US,546 Dare Highlands Suite 66,Lompoc,California,Santa Barbara County,6083,93436,34.61316735621292,-120.31805511082972,2950.00,84179.26,31731
7622724f-c1cc-cb56-4d51-e6f954d016d9,1968-06-16,,999-65-7343,S99948027,X58273835X,Mr.,Jerónimo599,,Madera340,,,M,white,hispanic,M,Kingston  Kingston  JM,165 Kutch Forge,Soledad,California,Monterey County,6053,93960,36.42068052865634,-121.37492209645168,446685.12,983672.32,72761
b3d82620-8a3c-719d-1be8-6623642612ba,1963-06-22,,999-33-2601,S99997224,X40573111X,Mrs.,Yang129,Leena55,Weissnat378,,O'Keefe54,M,white,nonhispanic,F,Oakland  California  US,522 Prohaska Mall,Orcutt,California,Santa Barbara County,6083,93455,34.838959565336125,-120.41010967746085,259451.53,1778963.28,33492
330c8f73-b209-7725-f752-5514540a61da,1998-09-28,,999-55-6335,S99977200,X49967183X,Ms.,Ja391,Noreen211,Grady603,,,,white,hispanic,F,Apple Valley  California  US,413 Kshlerin Arcade,Pomona,California,Los Angeles County,6037,91765,34.126211550865364,-117.78153217961682,6878.55,179360.83,12279
5b5ca29e-7af1-9a09-970b-fd9415ff0dba,2013-04-21,,999-72-1655,,,,Blanca837,Norma469,Garica503,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,196 Maggio Approach,Oceanside,California,San Diego County,6073,92054,33.30228914772297,-117.38274556578988,1800.00,85624.50,41042
afc05825-7553-a616-058b-daa2ebb34054,2011-12-27,,999-40-2246,,,,Keith571,,Kunze215,,,,white,nonhispanic,M,Modesto  California  US,193 Auer View,Adelanto,California,San Bernardino County,6071,92301,34.67480220548465,-117.6173766478564,29116.25,42009.88,86950
a08803cf-a0f2-dcda-5dce-bf718d0b6927,1986-06-01,,999-96-9159,S99935523,X38471810X,Mr.,Derek111,Moises22,Skiles927,,,M,asian,nonhispanic,M,Santa Ana  California  US,658 Tromp Trace,La Mirada,California,Los Angeles County,6037,90604,33.977116685769744,-117.98622002138525,125048.63,2137.03,49427
ce88c3ee-50ac-c2c8-2bba-4daf55259c6e,1980-09-14,,999-60-1987,S99955313,X17180480X,Mr.,Evan94,Cristopher265,Witting912,,,M,hawaiian,hispanic,M,San Diego  California  US,665 Lubowitz Wall,Redding,California,Shasta County,6089,96002,40.565598462415124,-122.29917005016344,137862.14,210074.87,26475
b845789d-a1f9-7d97-dfae-0554184b9a7d,1953-02-03,2019-05-16,999-83-1163,S99925241,X24442233X,Mr.,Earle679,,Lakin515,,,D,asian,hispanic,M,McSwain  California  US,417 Franecki Extension Apt 13,San Buenaventura (Ventura),California,Ventura County,6111,93060,34.318331692318196,-119.21426600247148,322099.79,1278405.34,515489
ead2f496-2df0-2bc0-c446-9110f0453c02,1954-10-15,,999-88-4707,S99950510,X53796489X,Mr.,Keenan632,Emanuel231,Eichmann909,,,W,black,hispanic,M,San Diego  California  US,980 Hermiston Crossing Apt 29,Temelec,California,Sonoma County,,00000,38.2582966520818,-122.45538468533853,371075.73,308663.38,51932
f6aae6ae-c382-593c-1330-6d6598282031,1998-07-20,,999-56-1370,S99942647,X81687706X,Mr.,Brock407,Bret7,Dickinson688,,,,black,nonhispanic,M,Pleasanton  California  US,370 Auer Knoll,Lancaster,California,Los Angeles County,6037,93534,34.647646010105404,-118.26909783378946,180502.42,249819.23,966793
161aad8b-8427-5ea1-0546-7f626b2167b2,1953-02-03,2012-06-25,999-82-9812,S99954711,X28329385X,Mr.,Emilio417,Oswaldo857,Rath779,,,M,asian,hispanic,M,View Park-Windsor Hills  California  US,359 Boyle Light Suite 25,San Buenaventura (Ventura),California,Ventura County,6111,93004,34.37666992510521,-119.13221508374168,233612.33,131322.24,515489
6ac86759-750c-0a37-ff83-8f5e0420b3de,1971-03-04,2006-06-27,999-72-2296,S99976565,X26708825X,Mrs.,Rolanda823,Nelia669,Veum823,,McLaughlin530,M,white,hispanic,F,Corona  California  US,520 Rice Rue,Maywood,California,Los Angeles County,6037,90270,33.997344147261146,-118.16660040757577,122941.65,1560039.42,28326
e24f67bc-8b13-00e6-028d-88859fb92ceb,1971-03-04,,999-14-4205,S99993595,X45757766X,Ms.,Sallie654,Rosamaria757,Satterfield305,,,S,white,hispanic,F,Cherry Valley  California  US,977 Gulgowski Route,Maywood,California,Los Angeles County,6037,90270,33.980139929064364,-118.23503015239285,164979.54,780743.44,28326
cefa411a-bc52-d2b9-3601-3744897b4af8,1953-02-03,2008-09-16,999-19-3583,S99911392,X66727976X,Mr.,Len277,Robin66,Olson653,,,S,asian,hispanic,M,Amesti  California  US,949 Thiel Way,San Buenaventura (Ventura),California,Ventura County,6111,93004,34.25648584891679,-119.21370922887337,167579.00,797321.39,515489
d67004dc-139e-9822-85d8-32399f83fdfb,2009-09-22,,999-22-2121,,,,Del587,Cedric746,Brown30,,,,white,nonhispanic,M,Mission Viejo  California  US,386 Kilback Heights,Santa Ana,California,Orange County,6059,92868,33.72480931185242,-117.88408062653123,66540.84,672.94,96146
d141033b-f16a-37ea-165d-66bc0869ae74,1989-05-23,,999-23-9857,S99960394,X9159196X,Mr.,Ramiro608,Ramón841,Rojas511,,,M,black,hispanic,M,Carolina  Puerto Rico  PR,410 Thompson Parade,Pico Rivera,California,Los Angeles County,6037,90601,34.04186681974185,-118.14096081483798,155918.55,829392.18,130841
c16b9aea-2b5f-3866-22a1-01dea645c9e1,1991-10-06,,999-77-3776,S99916574,X30471414X,Mr.,Ali918,,Klocko335,,,M,white,nonhispanic,M,Athens  Athens Prefecture  GR,400 O'Hara Park Apt 11,Compton,California,Los Angeles County,6037,90220,33.95163558519995,-118.2452173329602,545511.64,470270.65,91216
cb04e079-cf98-0fcc-d591-e314fef3ccc2,1953-02-03,,999-17-1397,S99999749,X73469831X,Mr.,Garfield38,Gregorio366,King743,,,D,asian,hispanic,M,Los Angeles  California  US,1078 Morar Mission,San Buenaventura (Ventura),California,Ventura County,6111,93001,33.968657450850316,-119.37102878093772,262658.82,1258607.16,515489
fc0acba6-c366-0ce1-0667-3099406f1f73,2017-01-01,,999-84-5089,,,,Silvia880,Ana María762,Villaseñor332,,,,asian,hispanic,F,Juarez  Chihuahua  MX,705 Gottlieb Lodge Apt 9,Los Angeles,California,Los Angeles County,6037,90732,34.114330952129464,-118.55039486005991,20947.48,2984.74,78474
97fa35c8-1752-eb3e-875d-bcbd7cb0e469,1975-09-01,,999-81-2265,S99932785,X42127535X,Mr.,Fredrick998,,Rutherford999,,,M,asian,nonhispanic,M,Chico  California  US,953 Wuckert Throughway Unit 78,San Jose,California,Santa Clara County,6085,95121,37.2955866338391,-121.88487564663914,27627.66,968518.43,139484
7771b5d4-4e29-61a3-125c-fe681e6e78f9,2008-07-20,,999-60-9745,S99912801,,,Pasquale620,Blaine377,Murazik203,,,,black,hispanic,M,Los Angeles  California  US,718 Miller Drive,Long Beach,California,Los Angeles County,6037,90815,33.76806910465323,-118.19032127863085,40272.16,26261.48,50327
3e5bfc73-33e6-5548-ed7f-9ed42e715de8,1951-03-10,2024-04-07,999-13-1363,S99951293,X21891909X,Ms.,Shera199,Mariella503,Rath779,,,S,white,nonhispanic,F,Los Angeles  California  US,594 Larkin Mill Suite 17,Visalia,California,Tulare County,6107,93291,36.34044044297511,-119.20804733698077,1236154.87,563488.13,108310
a9214b1a-61d4-818c-1d81-2b6aac17d065,1951-03-10,,999-88-3136,S99974103,X35308524X,Mrs.,Dusty207,,Kassulke119,,Brekke496,M,white,nonhispanic,F,Stockton  California  US,261 Zboncak Meadow,Visalia,California,Tulare County,6107,93292,36.30082845680358,-119.32777910368203,787412.32,343757.58,108310
48121479-7d0c-9af7-f8cc-ef62ea03d56d,1994-12-15,,999-88-7903,S99957244,X16115546X,Mrs.,Susana117,,Terán294,,Franco581,M,asian,hispanic,F,Salisbury  Saint Joseph Parish  DM,243 Powlowski Run Suite 92,Escondido,California,San Diego County,6073,92069,33.13991969119704,-116.97242604399986,217797.92,1016893.34,166897
ac07fa44-4724-15c1-3a51-f9e8810392b4,1953-06-09,,999-80-1861,S99931036,X27478456X,Mr.,Cristopher265,Renaldo199,Walter473,,,D,white,nonhispanic,M,Apple Valley  California  US,845 Witting Alley Apt 24,Folsom,California,Sacramento County,6067,95630,38.61240892880035,-121.25934985208362,271615.02,671719.94,74734
8bdb8dfc-4ddf-7215-0343-f39815a39b65,1979-01-13,,999-45-9414,S99974680,X80940740X,Mrs.,Daniell603,Lien262,Wiza601,,Walter473,M,white,nonhispanic,F,Fairfield  California  US,398 Rogahn Walk Unit 14,Fremont,California,Alameda County,6001,94555,37.54953541386483,-121.93501400272798,15945.55,2223895.05,88384
e97e6df8-f3f5-05b9-05c3-47fb6158bf0c,1999-07-27,,999-41-6331,S99928347,X60552035X,Ms.,Bonny428,,Jacobs452,,,,white,hispanic,F,Los Angeles  California  US,950 Harris Flat Apt 80,Diamond Bar,California,Los Angeles County,6037,91768,34.061096250739986,-117.83562822518773,82397.42,331475.82,855065
b7e27bc5-4978-3de3-0306-827f41a37ca4,2016-09-05,,999-51-1789,,,,Herschel574,Steven797,Hand679,,,,white,nonhispanic,M,Turin  Piedmont  IT,228 Turcotte Park Apt 39,Palm Desert,California,Riverside County,6065,92211,33.724894579869975,-116.3476906545438,17117.69,0.00,66824
912a7de2-c733-8c45-6ed3-bd947a0db4c8,2021-01-08,,999-69-2324,,,,Alejandra902,Lourdes258,Esquivel546,,,,white,hispanic,F,Portsmouth  Saint John Parish  DM,356 Douglas Viaduct,Santa Maria,California,Santa Barbara County,6083,93454,34.85557004044468,-120.39918011917412,600.00,8620.24,32245
c3387cb1-382a-d643-25ec-3073636fb586,1977-04-07,,999-85-7737,S99950804,X65217025X,Mr.,Maynard46,Santo387,Leannon79,,,M,black,nonhispanic,M,Prunedale  California  US,803 Gislason Drive Apt 9,Santa Ana,California,Orange County,6059,92606,33.65859639765055,-117.79470212717361,180924.23,12447.15,86917
22fb55ed-29d4-9126-4e4f-9ca24df613b2,1973-03-23,1992-07-05,999-82-4263,S99984631,,Ms.,Catharine355,Marisha663,Jenkins714,,,,white,nonhispanic,F,Temecula  California  US,481 Bradtke Bridge Unit 77,Paramount,California,Los Angeles County,6037,90723,33.93253450415156,-118.15445124370014,5664.89,88885.46,2028
177f7879-abb1-abc8-1b92-5b3c3cb24da8,1971-10-02,,999-42-9839,S99995293,X53304445X,Mr.,Scotty190,Ismael683,Stroman228,,,S,white,nonhispanic,M,San Jose  California  US,479 Gorczany Neck,Woodland,California,Yolo County,6113,95695,38.62674396325863,-121.72469385463152,543211.21,1129837.30,49116
b47580ab-d9ea-a6b3-13ae-63d06eccbd73,1973-03-23,2011-04-12,999-63-8171,S99954025,X2879322X,Ms.,Natalie960,Nickie321,Watsica258,,,S,white,nonhispanic,F,South Gate  California  US,120 Prohaska Walk Suite 46,Paramount,California,Los Angeles County,6037,90221,33.875984907698204,-118.1812735986273,17726.51,1055074.98,2028
5fdf639d-4fff-e1ae-16bc-aa53903863e1,1973-03-23,2008-04-28,999-52-4421,S99996435,X11898221X,Mrs.,Ai120,,Brakus656,,Morissette863,D,white,nonhispanic,F,Bakersfield  California  US,711 Kshlerin Annex Apt 26,Paramount,California,Los Angeles County,6037,90262,33.894448571007054,-118.16459044403325,17680.78,921223.63,2028
